year,event,value
1956,Figure Skating,19
1932,Diving,19
1980,Speed Skating,19
1992,Sailing,19
1920,Wrestling,19
1976,Sailing,19
2010,Freestyle Skiing,19
1980,Luge,19
1912,Cycling,19
1912,Football,19
1924,Boxing,19
1976,Swimming,19
1996,Cycling,19
1984,Archery,19
1992,Fencing,19
1964,Gymnastics,19
2004,Swimming,19
1988,Rowing,19
1964,Volleyball,19
1992,Gymnastics,19
1998,Speed Skating,19
2004,Basketball,19
1956,Swimming,19
1976,Cross Country Skiing,19
1960,Canoeing,19
1960,Athletics,19
2016,Gymnastics,19
1988,Cycling,19
1956,Athletics,19
1964,Football,19
1936,Sailing,19
2002,Nordic Combined,19
1988,Shooting,19
1968,Boxing,19
1984,Athletics,19
2000,Judo,19
2006,Cross Country Skiing,19
2008,Athletics,19
1964,Cross Country Skiing,19
1980,Sailing,19
2016,Hockey,19
1988,Athletics,19
1992,Hockey,19
2002,Ice Hockey,19
1984,Swimming,19
1992,Judo,19
1984,Alpine Skiing,19
1968,Athletics,19
1956,Swimming,19
1988,Luge,19
2000,Hockey,19
1984,Cycling,19
1972,Volleyball,19
1984,Sailing,19
1972,Swimming,19
2004,Swimming,19
2008,Football,19
2008,Shooting,19
2012,Athletics,19
1956,Swimming,19
1908,Gymnastics,19
1912,Gymnastics,19
1992,Speed Skating,19
1972,Cycling,19
1994,Ski Jumping,19
1952,Boxing,19
1976,Sailing,19
1928,Swimming,19
1976,Sailing,19
1996,Athletics,19
1996,Swimming,19
1964,Figure Skating,19
1988,Handball,19
1976,Equestrianism,19
1932,Cycling,19
1980,Alpine Skiing,19
1968,Athletics,19
1956,Athletics,19
1972,Swimming,19
1988,Swimming,19
1936,Cycling,19
2012,Athletics,19
1956,Figure Skating,19
2008,Rhythmic Gymnastics,19
1960,Athletics,19
1952,Swimming,19
2012,Taekwondo,19
1968,Rowing,19
2008,Canoeing,19
1988,Boxing,19
1976,Boxing,19
2000,Athletics,19
2016,Swimming,19
1984,Diving,19
1972,Speed Skating,19
1984,Swimming,19
1988,Archery,19
1994,Ice Hockey,19
1980,Ice Hockey,19
1952,Water Polo,19
1964,Figure Skating,19
1976,Athletics,19
1984,Boxing,19
2008,Tennis,19
1952,Gymnastics,19
2002,Short Track Speed Skating,19
2008,Swimming,19
1996,Sailing,19
1988,Boxing,19
2004,Athletics,19
1952,Gymnastics,19
2008,Rowing,19
1980,Rowing,19
1992,Canoeing,19
2016,Rhythmic Gymnastics,19
1992,Table Tennis,19
2008,Football,19
1980,Luge,19
1992,Judo,19
1988,Fencing,19
2016,Swimming,19
2008,Athletics,19
1984,Boxing,19
1952,Athletics,19
1992,Swimming,19
1988,Swimming,19
1972,Alpine Skiing,19
1932,Swimming,19
2000,Wrestling,19
1992,Football,19
1936,Athletics,19
2002,Ski Jumping,19
1972,Ski Jumping,19
1956,Gymnastics,19
1928,Athletics,19
1976,Rowing,19
2016,Swimming,19
1996,Rhythmic Gymnastics,19
1994,Ice Hockey,19
1972,Football,19
1996,Athletics,19
2016,Athletics,19
1972,Athletics,19
1972,Basketball,19
2004,Athletics,19
2000,Swimming,19
1936,Football,19
1992,Boxing,19
2008,Swimming,19
1972,Luge,19
2000,Shooting,19
2004,Tennis,19
2008,Swimming,19
2000,Football,19
1996,Football,19
2012,Swimming,19
2004,Swimming,19
1924,Wrestling,19
2000,Swimming,19
2004,Rhythmic Gymnastics,19
1992,Judo,19
2012,Athletics,19
2004,Athletics,19
1968,Gymnastics,19
1996,Wrestling,19
2010,Ski Jumping,19
1912,Swimming,19
2012,Weightlifting,19
2008,Taekwondo,19
1968,Speed Skating,19
1936,Rowing,19
1994,Ice Hockey,19
1968,Rowing,19
1980,Canoeing,19
1968,Wrestling,19
2000,Gymnastics,19
2000,Cycling,19
1968,Diving,19
1988,Gymnastics,19
2010,Ice Hockey,19
1998,Biathlon,19
1992,Ski Jumping,19
1988,Table Tennis,19
2016,Tennis,19
1972,Canoeing,19
1972,Alpine Skiing,19
1998,Alpine Skiing,19
1992,Ice Hockey,19
2002,Snowboarding,19
2004,Table Tennis,19
1984,Nordic Combined,19
1924,Athletics,19
1996,Football,19
1998,Curling,19
1972,Athletics,19
1972,Athletics,19
1968,Figure Skating,19
1964,Cycling,19
1988,Table Tennis,19
1992,Swimming,19
1968,Swimming,19
2004,Taekwondo,19
1980,Boxing,19
1960,Athletics,19
1998,Figure Skating,19
2006,Freestyle Skiing,19
1996,Sailing,19
2002,Alpine Skiing,19
1992,Athletics,19
1908,Gymnastics,19
1992,Cycling,19
2000,Boxing,19
1992,Swimming,19
2004,Swimming,19
1996,Hockey,19
1924,Football,19
1912,Diving,19
1968,Swimming,19
2014,Luge,19
1972,Cross Country Skiing,19
2004,Football,19
1976,Swimming,19
1960,Canoeing,19
2004,Rowing,19
1936,Football,19
1928,Gymnastics,19
1968,Swimming,19
2016,Swimming,19
2004,Baseball,19
1972,Swimming,19
1992,Athletics,19
1904,Athletics,19
1984,Diving,19
1912,Swimming,19
2004,Wrestling,19
1932,Swimming,19
1960,Canoeing,19
1976,Figure Skating,19
1972,Gymnastics,19
1956,Athletics,19
1960,Football,19
2014,Figure Skating,19
1924,Water Polo,19
1952,Athletics,19
1968,Ice Hockey,19
1998,Ski Jumping,19
1988,Athletics,19
1984,Basketball,19
1992,Hockey,19
2008,Athletics,19
1980,Shooting,19
1980,Shooting,19
2016,Judo,19
1984,Hockey,19
1992,Football,19
2016,Judo,19
2004,Cycling,19
1996,Water Polo,19
1984,Judo,19
1952,Athletics,19
2012,Athletics,19
2004,Swimming,19
1976,Wrestling,19
2008,Swimming,19
2008,Taekwondo,19
2016,Swimming,19
1924,Football,19
1968,Football,19
1988,Rowing,19
1988,Gymnastics,19
2004,Swimming,19
1960,Swimming,19
1992,Ice Hockey,19
1984,Alpine Skiing,19
1980,Athletics,19
1956,Boxing,19
1980,Wrestling,19
1976,Rowing,19
1980,Rowing,19
1960,Hockey,19
1976,Cross Country Skiing,19
2004,Football,19
1972,Swimming,19
1992,Volleyball,19
1988,Athletics,19
1992,Alpine Skiing,19
1992,Diving,19
1980,Gymnastics,19
2004,Gymnastics,19
1988,Canoeing,19
1992,Judo,19
1960,Boxing,19
1988,Weightlifting,19
1988,Volleyball,19
1960,Speed Skating,19
2014,Bobsleigh,19
1976,Wrestling,19
2010,Snowboarding,19
1964,Football,19
2008,Rowing,19
1992,Diving,19
1988,Sailing,19
2002,Ski Jumping,19
2014,Speed Skating,19
1988,Tennis,19
1984,Judo,19
2012,Shooting,19
1976,Boxing,19
1992,Table Tennis,19
2008,Table Tennis,19
1972,Rowing,19
2008,Athletics,19
2008,Shooting,19
2016,Shooting,19
2008,Handball,19
1992,Wrestling,19
2004,Synchronized Swimming,19
2010,Short Track Speed Skating,19
2004,Gymnastics,19
2012,Table Tennis,19
2004,Weightlifting,19
2016,Modern Pentathlon,19
2014,Speed Skating,19
2006,Alpine Skiing,19
2010,Figure Skating,19
1928,Swimming,19
1996,Swimming,19
2016,Swimming,19
1924,Rowing,19
1936,Swimming,19
1980,Alpine Skiing,19
2004,Volleyball,19
2004,Athletics,19
2016,Athletics,19
2008,Athletics,19
2008,Athletics,19
2004,Athletics,19
2010,Freestyle Skiing,19
1924,Boxing,19
2000,Basketball,19
1920,Swimming,19
1992,Baseball,19
2010,Cross Country Skiing,19
1948,Ice Hockey,19
1980,Swimming,19
2012,Trampolining,19
1996,Athletics,19
2004,Swimming,19
1996,Swimming,19
1960,Swimming,19
1968,Athletics,19
1992,Archery,19
2016,Athletics,19
1952,Swimming,19
1936,Ice Hockey,19
1988,Alpine Skiing,19
1912,Athletics,19
1932,Swimming,19
1996,Swimming,19
2006,Cross Country Skiing,19
1992,Cycling,19
1972,Handball,19
1984,Swimming,19
1984,Ski Jumping,19
1976,Handball,19
2002,Short Track Speed Skating,19
1956,Gymnastics,19
1936,Athletics,19
1906,Gymnastics,19
1968,Gymnastics,19
1956,Swimming,19
2016,Athletics,19
1988,Fencing,19
2008,Gymnastics,19
2000,Swimming,19
1992,Cross Country Skiing,19
1976,Basketball,19
1912,Gymnastics,19
1976,Rowing,19
1984,Cycling,19
1988,Boxing,19
1996,Gymnastics,19
1996,Softball,19
1976,Swimming,19
2000,Swimming,19
2004,Hockey,19
1972,Swimming,19
1956,Weightlifting,19
2016,Golf,19
1996,Judo,19
2002,Nordic Combined,19
2008,Athletics,19
1996,Canoeing,19
2004,Swimming,19
1976,Swimming,19
1994,Alpine Skiing,19
1976,Nordic Combined,19
1992,Badminton,19
1976,Athletics,19
1988,Figure Skating,19
2016,Gymnastics,19
1998,Short Track Speed Skating,19
2012,Athletics,19
1992,Athletics,19
1988,Athletics,19
1992,Swimming,19
1976,Judo,19
1964,Hockey,19
1952,Swimming,19
1976,Alpine Skiing,19
1994,Ice Hockey,19
1952,Swimming,19
1936,Athletics,19
1936,Swimming,19
1964,Swimming,19
2000,Swimming,19
2010,Luge,19
1920,Boxing,19
1984,Canoeing,19
1996,Swimming,19
2004,Swimming,19
2012,Wrestling,19
2000,Swimming,19
2000,Swimming,19
1992,Football,19
1924,Boxing,19
2012,Football,19
2014,Speed Skating,19
2004,Football,19
1996,Boxing,19
1980,Speed Skating,19
2002,Biathlon,19
2000,Table Tennis,19
1952,Swimming,19
2000,Diving,19
1992,Wrestling,19
2004,Cycling,19
2016,Fencing,19
2014,Short Track Speed Skating,19
2016,Canoeing,19
2008,Synchronized Swimming,19
1912,Wrestling,19
1980,Cycling,19
2006,Ski Jumping,19
2004,Swimming,19
1980,Boxing,19
1976,Diving,19
1984,Swimming,19
2010,Alpine Skiing,19
1964,Swimming,19
1992,Alpine Skiing,19
1968,Speed Skating,19
1984,Alpine Skiing,19
1988,Judo,19
1992,Diving,19
2004,Canoeing,19
1976,Canoeing,19
2004,Shooting,19
2006,Figure Skating,19
2012,Weightlifting,19
1976,Rowing,19
1976,Water Polo,19
2014,Luge,19
1960,Cycling,19
1960,Ski Jumping,19
1994,Cross Country Skiing,19
1972,Athletics,19
2016,Rhythmic Gymnastics,19
1912,Fencing,19
1998,Cross Country Skiing,19
1976,Cross Country Skiing,19
2014,Cross Country Skiing,19
2012,Volleyball,19
1988,Volleyball,19
2000,Swimming,19
1952,Rowing,19
1952,Modern Pentathlon,19
1988,Canoeing,19
2000,Gymnastics,19
1972,Figure Skating,19
2008,Cycling,19
2000,Swimming,19
1932,Ice Hockey,19
1972,Gymnastics,19
1948,Basketball,19
1998,Ski Jumping,19
1992,Synchronized Swimming,19
1994,Cross Country Skiing,19
1996,Swimming,19
2000,Athletics,19
2012,Canoeing,19
2012,Judo,19
2006,Speed Skating,19
1968,Swimming,19
2004,Football,19
2014,Cross Country Skiing,19
1932,Weightlifting,19
2008,Diving,19
2002,Snowboarding,19
1980,Cross Country Skiing,19
1976,Athletics,19
1952,Athletics,19
2012,Athletics,19
1968,Diving,19
1998,Freestyle Skiing,19
1980,Athletics,19
1968,Swimming,19
1972,Cycling,19
1956,Gymnastics,19
1980,Rowing,19
1960,Hockey,19
2014,Alpine Skiing,19
1920,Sailing,19
1996,Rhythmic Gymnastics,19
1960,Cycling,19
1976,Alpine Skiing,19
1948,Rowing,19
1984,Swimming,19
1996,Football,19
1988,Alpine Skiing,19
1972,Athletics,19
1900,Rowing,19
1956,Alpine Skiing,19
1952,Athletics,19
2008,Rowing,19
1972,Hockey,19
1980,Ice Hockey,19
2000,Gymnastics,19
1998,Alpine Skiing,19
1976,Wrestling,19
2006,Alpine Skiing,19
1976,Figure Skating,19
1964,Gymnastics,19
1972,Luge,19
1980,Fencing,19
2004,Swimming,19
1994,Nordic Combined,19
1992,Canoeing,19
1968,Nordic Combined,19
1968,Gymnastics,19
2010,Speed Skating,19
1968,Swimming,19
1992,Swimming,19
1988,Swimming,19
1920,Diving,19
1992,Athletics,19
1996,Football,19
1956,Speed Skating,19
1960,Ski Jumping,19
2000,Gymnastics,19
1984,Cross Country Skiing,19
1988,Basketball,19
2000,Athletics,19
2004,Cycling,19
2004,Basketball,19
2012,Shooting,19
2012,Weightlifting,19
1994,Figure Skating,19
2008,Boxing,19
1988,Wrestling,19
2008,Athletics,19
1972,Boxing,19
1992,Short Track Speed Skating,19
2008,Archery,19
1912,Swimming,19
1928,Football,19
1924,Fencing,19
1988,Alpine Skiing,19
2008,Baseball,19
1952,Swimming,19
2004,Football,19
1976,Gymnastics,19
1980,Judo,19
2006,Short Track Speed Skating,19
1980,Luge,19
2016,Swimming,19
2008,Gymnastics,19
1980,Ice Hockey,19
2008,Rhythmic Gymnastics,19
2012,Shooting,19
2008,Athletics,19
2004,Swimming,19
1992,Canoeing,19
1976,Alpine Skiing,19
2002,Luge,19
1960,Swimming,19
1988,Swimming,19
1988,Swimming,19
1996,Canoeing,19
1992,Cycling,19
1980,Swimming,19
2004,Tennis,19
2004,Gymnastics,19
1984,Figure Skating,19
1968,Ski Jumping,19
1996,Swimming,19
1992,Cross Country Skiing,19
1996,Swimming,19
1976,Cycling,19
2014,Ski Jumping,19
1952,Wrestling,19
1980,Wrestling,19
1992,Short Track Speed Skating,19
1998,Alpine Skiing,19
2000,Boxing,19
2012,Athletics,19
2012,Football,19
1992,Ice Hockey,19
1928,Hockey,19
1924,Tennis,19
2004,Cycling,19
1988,Gymnastics,19
1952,Shooting,19
1960,Swimming,19
1960,Fencing,19
1956,Gymnastics,19
2004,Football,19
2010,Cross Country Skiing,19
1994,Freestyle Skiing,19
2008,Athletics,19
1928,Swimming,19
2016,Athletics,19
1952,Water Polo,19
1996,Swimming,19
2008,Athletics,19
1976,Swimming,19
1992,Swimming,19
1988,Speed Skating,19
1980,Cross Country Skiing,19
1964,Gymnastics,19
1980,Canoeing,19
1988,Swimming,19
1964,Athletics,19
2004,Football,19
2016,Shooting,19
1972,Swimming,19
1952,Cycling,19
1968,Athletics,19
2006,Nordic Combined,19
1908,Gymnastics,19
1984,Swimming,19
1994,Short Track Speed Skating,19
1964,Swimming,19
1952,Athletics,19
1984,Shooting,19
1924,Athletics,19
1952,Cycling,19
1968,Swimming,19
1976,Swimming,19
1960,Athletics,19
1908,Fencing,19
1928,Football,19
1980,Gymnastics,19
1980,Alpine Skiing,19
1984,Weightlifting,19
1998,Ice Hockey,19
1928,Rowing,19
1924,Boxing,19
1936,Water Polo,19
1936,Cycling,19
1996,Tennis,19
2004,Athletics,19
2000,Swimming,19
1996,Boxing,19
2012,Swimming,19
1956,Athletics,19
1988,Alpine Skiing,19
1992,Cycling,19
1972,Athletics,19
1952,Football,19
2016,Cycling,19
1936,Canoeing,19
1984,Rowing,19
1936,Canoeing,19
1992,Diving,19
1984,Swimming,19
1960,Swimming,19
1900,Rugby,19
2000,Athletics,19
1956,Athletics,19
2012,Swimming,19
1984,Rowing,19
1980,Alpine Skiing,19
1900,Fencing,19
1900,Rowing,19
2012,Canoeing,19
1968,Gymnastics,19
1964,Speed Skating,19
1980,Fencing,19
2000,Rhythmic Gymnastics,19
1960,Water Polo,19
1998,Figure Skating,19
2000,Swimming,19
1996,Rowing,19
1964,Speed Skating,19
1980,Athletics,19
1968,Swimming,19
1972,Boxing,19
2000,Swimming,19
2008,Swimming,19
1984,Canoeing,19
1936,Cycling,19
1928,Diving,19
1976,Canoeing,19
2012,Gymnastics,19
1996,Synchronized Swimming,19
1984,Rhythmic Gymnastics,19
1968,Wrestling,19
1964,Speed Skating,19
1948,Rowing,19
1960,Rowing,19
1972,Cycling,19
1980,Canoeing,19
2016,Swimming,19
1988,Ski Jumping,19
1964,Swimming,19
1996,Swimming,19
2006,Speed Skating,19
1976,Basketball,19
1968,Boxing,19
1996,Swimming,19
2000,Football,19
2016,Athletics,19
2008,Shooting,19
1992,Hockey,19
2000,Swimming,19
1996,Fencing,19
1988,Athletics,19
1988,Rowing,19
1992,Hockey,19
2008,Swimming,19
1998,Speed Skating,19
1988,Sailing,19
1996,Rowing,19
2012,Table Tennis,19
1998,Short Track Speed Skating,19
2006,Short Track Speed Skating,19
1988,Rowing,19
1984,Basketball,19
2000,Badminton,19
1988,Boxing,19
2016,Volleyball,19
1996,Swimming,19
2008,Swimming,19
1992,Athletics,19
2006,Speed Skating,19
1992,Gymnastics,19
1980,Swimming,19
1984,Speed Skating,19
1988,Shooting,19
1988,Figure Skating,19
1984,Swimming,19
1992,Fencing,19
1968,Canoeing,19
2004,Archery,19
2000,Baseball,19
2002,Short Track Speed Skating,19
2000,Judo,19
1988,Rowing,19
1976,Speed Skating,19
1998,Luge,19
2008,Badminton,19
2000,Volleyball,19
1972,Hockey,19
2012,Archery,19
1988,Ice Hockey,19
1928,Ice Hockey,19
1964,Equestrianism,19
1996,Volleyball,19
1992,Alpine Skiing,19
1996,Swimming,19
1988,Ski Jumping,19
2002,Short Track Speed Skating,19
1976,Swimming,19
1988,Wrestling,19
1984,Figure Skating,19
2016,Athletics,19
1960,Alpine Skiing,19
2016,Canoeing,19
1952,Athletics,19
1964,Speed Skating,19
1908,Gymnastics,19
1976,Handball,19
1984,Volleyball,19
2004,Swimming,19
1988,Swimming,19
2012,Athletics,19
1980,Volleyball,19
1996,Diving,19
1936,Swimming,19
2004,Gymnastics,19
2004,Swimming,19
1948,Canoeing,19
1980,Figure Skating,19
1972,Cycling,19
1956,Ski Jumping,19
1972,Wrestling,19
1992,Rowing,19
2004,Diving,19
2004,Canoeing,19
1956,Cycling,19
2010,Figure Skating,19
1920,Athletics,19
1956,Athletics,19
2000,Boxing,19
1996,Cycling,19
1924,Athletics,19
1904,Tennis,19
1976,Swimming,19
1984,Alpine Skiing,19
1980,Boxing,19
2008,Swimming,19
1968,Swimming,19
1928,Wrestling,19
1928,Rowing,19
1984,Gymnastics,19
1996,Boxing,19
2016,Rhythmic Gymnastics,19
1924,Football,19
1920,Athletics,19
1976,Canoeing,19
1960,Athletics,19
1988,Cycling,19
1992,Swimming,19
1988,Athletics,19
1992,Swimming,19
1992,Tennis,19
2016,Swimming,19
2004,Wrestling,19
2000,Table Tennis,19
2004,Canoeing,19
1988,Athletics,19
1994,Short Track Speed Skating,19
2008,Athletics,19
2000,Fencing,19
1996,Basketball,19
2002,Freestyle Skiing,19
2008,Canoeing,19
1972,Gymnastics,19
2004,Canoeing,19
2008,Cycling,19
1992,Short Track Speed Skating,19
2000,Gymnastics,19
1992,Speed Skating,19
1996,Synchronized Swimming,19
1984,Shooting,19
1992,Archery,19
2016,Athletics,19
1984,Judo,19
1960,Swimming,19
1932,Rowing,19
1960,Speed Skating,19
2014,Luge,19
2000,Swimming,19
1948,Athletics,19
1984,Archery,19
1980,Athletics,19
1952,Athletics,19
1988,Cycling,19
1996,Sailing,19
2000,Athletics,19
1992,Swimming,19
1952,Basketball,19
2008,Baseball,19
2012,Archery,19
1988,Athletics,19
2008,Swimming,19
2000,Shooting,19
1992,Archery,19
1912,Athletics,19
1960,Speed Skating,19
1964,Basketball,19
1924,Swimming,19
1952,Gymnastics,19
1912,Athletics,19
1972,Wrestling,19
1956,Athletics,19
2014,Freestyle Skiing,19
1964,Alpine Skiing,19
1960,Fencing,19
2004,Gymnastics,19
1980,Rowing,19
2000,Badminton,19
1952,Boxing,19
2002,Luge,19
1976,Figure Skating,19
1952,Shooting,19
1952,Football,19
1992,Swimming,19
1948,Athletics,19
1948,Rowing,19
1968,Wrestling,19
1968,Rowing,19
1992,Archery,19
1968,Athletics,19
1908,Gymnastics,19
1984,Boxing,19
1996,Swimming,19
2012,Swimming,19
1998,Figure Skating,19
1936,Basketball,19
2004,Athletics,19
1988,Cycling,19
2006,Cross Country Skiing,19
2004,Archery,19
1988,Archery,19
1984,Basketball,19
1996,Judo,19
2016,Swimming,19
2004,Handball,19
2002,Ice Hockey,19
2008,Swimming,19
1980,Athletics,19
1960,Sailing,19
2010,Freestyle Skiing,19
2000,Canoeing,19
1912,Athletics,19
2000,Boxing,19
1968,Shooting,19
1948,Cycling,19
2012,Swimming,19
1952,Diving,19
1988,Wrestling,19
1972,Canoeing,19
2008,Swimming,19
1980,Cross Country Skiing,19
1968,Cycling,19
1968,Sailing,19
1996,Swimming,19
1968,Swimming,19
1976,Rowing,19
2000,Athletics,19
1984,Shooting,19
1960,Basketball,19
1988,Cycling,19
1988,Athletics,19
1968,Swimming,19
1988,Basketball,19
1912,Swimming,19
1960,Swimming,19
1956,Rowing,19
2008,Boxing,19
2004,Cycling,19
1984,Canoeing,19
1972,Athletics,19
1992,Cycling,19
2016,Volleyball,19
1992,Baseball,19
2016,Boxing,19
1988,Swimming,19
1964,Swimming,19
1980,Athletics,19
2000,Water Polo,19
2016,Hockey,19
2000,Boxing,19
1992,Rowing,19
1952,Speed Skating,19
1976,Canoeing,19
1980,Weightlifting,19
1960,Rowing,19
1964,Fencing,19
1996,Handball,19
1984,Wrestling,19
1996,Athletics,19
1988,Athletics,19
1960,Football,19
1952,Athletics,19
1984,Athletics,19
1992,Biathlon,19
1972,Volleyball,19
1936,Speed Skating,19
2012,Football,19
1952,Diving,19
1960,Basketball,19
1948,Shooting,19
2000,Swimming,19
2008,Trampolining,19
1984,Cycling,19
2004,Rhythmic Gymnastics,19
2008,Swimming,19
1984,Swimming,19
1964,Boxing,19
1984,Athletics,19
1984,Boxing,19
2002,Figure Skating,19
2012,Football,19
1968,Cycling,19
2012,Swimming,19
2016,Athletics,19
1960,Boxing,19
2008,Badminton,19
1992,Fencing,19
1952,Cycling,19
1952,Wrestling,19
1952,Boxing,19
1992,Rowing,19
1928,Weightlifting,19
2004,Swimming,19
1952,Ski Jumping,19
1968,Football,19
1992,Weightlifting,19
1988,Ski Jumping,19
1996,Gymnastics,19
2008,Football,19
1976,Swimming,19
2014,Ski Jumping,19
1992,Swimming,19
1912,Swimming,19
1928,Ski Jumping,19
1976,Ski Jumping,19
2006,Snowboarding,19
1928,Athletics,19
1960,Diving,19
1920,Water Polo,19
2008,Rhythmic Gymnastics,19
1924,Swimming,19
2016,Swimming,19
1906,Athletics,19
1988,Synchronized Swimming,19
1992,Fencing,19
1972,Fencing,19
1960,Swimming,19
1976,Alpine Skiing,19
1992,Cycling,19
1912,Swimming,19
1996,Rhythmic Gymnastics,19
1992,Swimming,19
1924,Athletics,19
1996,Athletics,19
1960,Swimming,19
1972,Athletics,19
1948,Cycling,19
1988,Cycling,19
2000,Diving,19
1996,Canoeing,19
1988,Canoeing,19
1998,Ice Hockey,19
2008,Weightlifting,19
1972,Modern Pentathlon,19
2014,Ski Jumping,19
2014,Ice Hockey,19
1992,Football,19
1984,Athletics,19
2012,Rowing,19
1972,Swimming,19
1956,Figure Skating,19
1984,Volleyball,19
1912,Athletics,19
1972,Swimming,19
1908,Wrestling,19
1956,Rowing,19
1956,Rowing,19
1996,Basketball,19
1948,Alpine Skiing,19
1936,Canoeing,19
2008,Trampolining,19
1976,Water Polo,19
1976,Diving,19
1932,Swimming,19
1960,Diving,19
1988,Cycling,19
1972,Equestrianism,19
1992,Athletics,19
1984,Judo,19
2008,Badminton,19
2016,Athletics,19
1960,Fencing,19
1988,Cycling,19
1988,Swimming,19
1972,Figure Skating,19
1984,Alpine Skiing,19
1976,Boxing,19
1992,Canoeing,19
2016,Athletics,19
2000,Athletics,19
1964,Football,19
1992,Football,19
1972,Cross Country Skiing,19
1968,Swimming,19
2012,Athletics,19
2000,Handball,19
2014,Bobsleigh,19
2012,Rowing,19
1992,Judo,19
1912,Gymnastics,19
1988,Swimming,19
2012,Swimming,19
1928,Boxing,19
1972,Cross Country Skiing,19
1928,Water Polo,19
1968,Luge,19
1968,Nordic Combined,19
1992,Wrestling,19
1984,Boxing,19
1964,Canoeing,19
1980,Ice Hockey,19
1964,Gymnastics,19
1960,Sailing,19
2008,Athletics,19
1992,Boxing,19
2012,Taekwondo,19
2016,Swimming,19
1996,Swimming,19
1988,Tennis,19
2016,Football,19
1984,Ski Jumping,19
1992,Swimming,19
2006,Ice Hockey,19
1936,Swimming,19
1976,Nordic Combined,19
1920,Swimming,19
2000,Gymnastics,19
2010,Short Track Speed Skating,19
2012,Taekwondo,19
1972,Athletics,19
2016,Athletics,19
1980,Cycling,19
1980,Swimming,19
2008,Swimming,19
1936,Boxing,19
2008,Football,19
1936,Football,19
2006,Alpine Skiing,19
2004,Athletics,19
1972,Athletics,19
2012,Swimming,19
2016,Water Polo,19
1992,Athletics,19
1996,Athletics,19
1988,Athletics,19
2000,Archery,19
1976,Archery,19
1956,Swimming,19
2000,Swimming,19
1998,Nordic Combined,19
1960,Athletics,19
1976,Gymnastics,19
1972,Football,19
1968,Shooting,19
1992,Hockey,19
2004,Archery,19
2000,Sailing,19
1900,Water Polo,19
1992,Swimming,19
1956,Cycling,19
1952,Alpine Skiing,19
1976,Speed Skating,19
1932,Ice Hockey,19
1908,Gymnastics,19
1988,Volleyball,19
2008,Synchronized Swimming,19
1998,Snowboarding,19
2000,Gymnastics,19
2012,Athletics,19
1992,Judo,19
1912,Football,19
1948,Diving,19
2016,Diving,19
1984,Athletics,19
2012,Badminton,19
1992,Rowing,19
1976,Football,19
2008,Cycling,19
1988,Athletics,19
1972,Swimming,19
1992,Judo,19
1996,Swimming,19
2008,Handball,19
2016,Fencing,19
1956,Basketball,19
2008,Swimming,19
2012,Boxing,19
1936,Shooting,19
2016,Athletics,19
1980,Swimming,19
1996,Cycling,19
1992,Athletics,19
1968,Boxing,19
1952,Boxing,19
1960,Figure Skating,19
2006,Snowboarding,19
2012,Hockey,19
1912,Athletics,19
1980,Athletics,19
1992,Volleyball,19
1976,Judo,19
1948,Skeleton,19
2006,Ice Hockey,19
1996,Athletics,19
1992,Canoeing,19
1996,Boxing,19
1992,Canoeing,19
1980,Alpine Skiing,19
2004,Judo,19
1984,Fencing,19
1980,Figure Skating,19
2008,Rhythmic Gymnastics,19
1936,Alpine Skiing,19
1964,Ski Jumping,19
2016,Weightlifting,19
1984,Alpine Skiing,19
1972,Alpine Skiing,19
1928,Fencing,19
1972,Basketball,19
1980,Figure Skating,19
2012,Rowing,19
1964,Basketball,19
1980,Luge,19
1928,Rowing,19
1984,Football,19
1912,Swimming,19
2004,Rhythmic Gymnastics,19
1896,Cycling,19
1956,Rowing,19
1980,Canoeing,19
2012,Weightlifting,19
1992,Weightlifting,19
1948,Alpine Skiing,19
1992,Baseball,19
2000,Weightlifting,19
2004,Cycling,19
1984,Cross Country Skiing,19
1980,Rowing,19
1984,Figure Skating,19
1952,Gymnastics,19
2010,Cross Country Skiing,19
1964,Athletics,19
1996,Football,19
1960,Ski Jumping,19
2008,Rhythmic Gymnastics,19
1968,Alpine Skiing,19
1988,Cycling,19
1964,Football,19
1988,Athletics,19
1996,Sailing,19
1980,Swimming,19
2004,Swimming,19
1952,Boxing,19
2006,Cross Country Skiing,19
1980,Diving,19
2016,Rhythmic Gymnastics,19
1924,Boxing,19
1992,Swimming,19
2000,Gymnastics,19
1988,Boxing,19
1980,Ice Hockey,19
2012,Canoeing,19
2002,Freestyle Skiing,19
1936,Weightlifting,19
1996,Boxing,19
2004,Judo,19
2000,Table Tennis,19
1972,Swimming,19
1924,Football,19
1948,Athletics,19
1968,Ice Hockey,19
1980,Fencing,19
2000,Diving,19
1988,Basketball,19
1996,Athletics,19
1984,Volleyball,19
1988,Athletics,19
1976,Athletics,19
1972,Swimming,19
1992,Boxing,19
1964,Boxing,19
2008,Rowing,19
2016,Athletics,19
1976,Swimming,19
1964,Gymnastics,19
1912,Athletics,19
1936,Swimming,19
2012,Canoeing,19
1976,Cycling,19
1928,Wrestling,19
2000,Shooting,19
1964,Athletics,19
1912,Athletics,19
1912,Swimming,19
1960,Speed Skating,19
2012,Athletics,19
1928,Swimming,19
1972,Canoeing,19
1980,Diving,19
2002,Alpine Skiing,19
2016,Rhythmic Gymnastics,19
1988,Swimming,19
1988,Cycling,19
1992,Swimming,19
2004,Water Polo,19
1980,Boxing,19
